"Sector" "Source" "Month" "EmissCO2_MillMetricTons" "EnerCons_TrillBTU" "IPI" "MPI"
"12873" "Industrial" "Total Fossil sources" 1977-03-01 119.136 1737.784 46.7158 42.3013
"12874" "Residential" "Total Fossil sources" 1977-03-01 48.403 823.081 46.7158 42.3013
"12875" "Transportation" "Total Fossil sources" 1977-03-01 117.385 1656.761 46.7158 42.3013
"12876" "Commercial" "Total Fossil sources" 1977-04-01 19.589 320.866 47.1719 42.7369
"12877" "Electric Power" "Total Fossil sources" 1977-04-01 102.756 1240.3 47.1719 42.7369
"12878" "Industrial" "Total Fossil sources" 1977-04-01 110.684 1630.715 47.1719 42.7369
"12879" "Residential" "Total Fossil sources" 1977-04-01 34.469 585.796 47.1719 42.7369
"12880" "Transportation" "Total Fossil sources" 1977-04-01 116.262 1638.726 47.1719 42.7369
"12881" "Commercial" "Total Fossil sources" 1977-05-01 15.751 252.282 47.541 43.0881
"12882" "Electric Power" "Total Fossil sources" 1977-05-01 113.001 1370.429 47.541 43.0881
"12883" "Industrial" "Total Fossil sources" 1977-05-01 115.619 1760.275 47.541 43.0881
"12884" "Residential" "Total Fossil sources" 1977-05-01 25.203 416.05 47.541 43.0881
"12885" "Transportation" "Total Fossil sources" 1977-05-01 114.761 1618.43 47.541 43.0881
"12886" "Commercial" "Total Fossil sources" 1977-06-01 13.767 219.182 47.9063 43.4764
"12887" "Electric Power" "Total Fossil sources" 1977-06-01 122.797 1499.031 47.9063 43.4764
"12888" "Industrial" "Total Fossil sources" 1977-06-01 115.196 1799.946 47.9063 43.4764
"12889" "Residential" "Total Fossil sources" 1977-06-01 19.702 320.581 47.9063 43.4764
"12890" "Transportation" "Total Fossil sources" 1977-06-01 118.899 1675.662 47.9063 43.4764
"12891" "Commercial" "Total Fossil sources" 1977-07-01 12.61 202.034 47.9714 43.4826
"12892" "Electric Power" "Total Fossil sources" 1977-07-01 140.073 1712.661 47.9714 43.4826
"12893" "Industrial" "Total Fossil sources" 1977-07-01 116.626 1761.136 47.9714 43.4826
"12894" "Residential" "Total Fossil sources" 1977-07-01 16.881 272.018 47.9714 43.4826
"12895" "Transportation" "Total Fossil sources" 1977-07-01 118.203 1667.018 47.9714 43.4826
"12896" "Commercial" "Total Fossil sources" 1977-08-01 12.902 204.146 48.0157 43.7129
"12897" "Electric Power" "Total Fossil sources" 1977-08-01 136.042 1664.503 48.0157 43.7129
"12898" "Industrial" "Total Fossil sources" 1977-08-01 119.562 1862.289 48.0157 43.7129
"12899" "Residential" "Total Fossil sources" 1977-08-01 16.695 265.143 48.0157 43.7129
"12900" "Transportation" "Total Fossil sources" 1977-08-01 121.56 1713.622 48.0157 43.7129
"12901" "Commercial" "Total Fossil sources" 1977-09-01 13.22 208.596 48.2097 43.7109
"12902" "Electric Power" "Total Fossil sources" 1977-09-01 121.414 1484.653 48.2097 43.7109
"12903" "Industrial" "Total Fossil sources" 1977-09-01 122.367 1901.759 48.2097 43.7109
"12904" "Residential" "Total Fossil sources" 1977-09-01 17.992 285.882 48.2097 43.7109
"12905" "Transportation" "Total Fossil sources" 1977-09-01 116.747 1645.199 48.2097 43.7109
"12906" "Commercial" "Total Fossil sources" 1977-10-01 16.788 265.157 48.2839 43.8106
"12907" "Electric Power" "Total Fossil sources" 1977-10-01 112.841 1368.759 48.2839 43.8106
"12908" "Industrial" "Total Fossil sources" 1977-10-01 128.782 1992.014 48.2839 43.8106
"12909" "Residential" "Total Fossil sources" 1977-10-01 26.271 424.262 48.2839 43.8106
"12910" "Transportation" "Total Fossil sources" 1977-10-01 118.265 1666.977 48.2839 43.8106
"12911" "Commercial" "Total Fossil sources" 1977-11-01 21.196 341.545 48.3755 43.9317
"12912" "Electric Power" "Total Fossil sources" 1977-11-01 112.242 1343.44 48.3755 43.9317
"12913" "Industrial" "Total Fossil sources" 1977-11-01 128.436 1963.219 48.3755 43.9317
"12914" "Residential" "Total Fossil sources" 1977-11-01 36.189 602.729 48.3755 43.9317
"12915" "Transportation" "Total Fossil sources" 1977-11-01 116.779 1646.947 48.3755 43.9317
"12916" "Commercial" "Total Fossil sources" 1977-12-01 32.527 528.362 48.4573 44.4234
"12917" "Electric Power" "Total Fossil sources" 1977-12-01 123.16 1469.848 48.4573 44.4234
"12918" "Industrial" "Total Fossil sources" 1977-12-01 133.739 2010.196 48.4573 44.4234
"12919" "Residential" "Total Fossil sources" 1977-12-01 60.245 1012.293 48.4573 44.4234
"12920" "Transportation" "Total Fossil sources" 1977-12-01 124.034 1750.471 48.4573 44.4234
"12921" "Commercial" "Total Fossil sources" 1978-01-01 35.867 593.992 47.7512 43.7355
"12922" "Electric Power" "Total Fossil sources" 1978-01-01 131.511 1579.094 47.7512 43.7355
"12923" "Industrial" "Total Fossil sources" 1978-01-01 131.732 1985.716 47.7512 43.7355
"12924" "Residential" "Total Fossil sources" 1978-01-01 69.037 1179.527 47.7512 43.7355
"12925" "Transportation" "Total Fossil sources" 1978-01-01 116.604 1647.08 47.7512 43.7355
"12926" "Commercial" "Total Fossil sources" 1978-02-01 36.168 600.608 48.0098 43.8946
"12927" "Electric Power" "Total Fossil sources" 1978-02-01 115.878 1402.065 48.0098 43.8946
"12928" "Industrial" "Total Fossil sources" 1978-02-01 110.523 1640.458 48.0098 43.8946
"12929" "Residential" "Total Fossil sources" 1978-02-01 69.397 1189.274 48.0098 43.8946
"12930" "Transportation" "Total Fossil sources" 1978-02-01 111.639 1575.35 48.0098 43.8946
"12931" "Commercial" "Total Fossil sources" 1978-03-01 31.631 524.254 48.9358 44.6758
"12932" "Electric Power" "Total Fossil sources" 1978-03-01 112.003 1366.488 48.9358 44.6758
"12933" "Industrial" "Total Fossil sources" 1978-03-01 110.568 1630.977 48.9358 44.6758
"12934" "Residential" "Total Fossil sources" 1978-03-01 57.807 985.321 48.9358 44.6758
"12935" "Transportation" "Total Fossil sources" 1978-03-01 125.006 1762.217 48.9358 44.6758
"12936" "Commercial" "Total Fossil sources" 1978-04-01 20.285 336.788 49.9074 45.3777
"12937" "Electric Power" "Total Fossil sources" 1978-04-01 102.745 1237.936 49.9074 45.3777
"12938" "Industrial" "Total Fossil sources" 1978-04-01 112.549 1659.319 49.9074 45.3777
"12939" "Residential" "Total Fossil sources" 1978-04-01 36.314 623.956 49.9074 45.3777
"12940" "Transportation" "Total Fossil sources" 1978-04-01 118.522 1669.581 49.9074 45.3777
"12941" "Commercial" "Total Fossil sources" 1978-05-01 17.33 280.068 50.1513 45.6127
"12942" "Electric Power" "Total Fossil sources" 1978-05-01 109.724 1328.26 50.1513 45.6127
"12943" "Industrial" "Total Fossil sources" 1978-05-01 119.278 1740.934 50.1513 45.6127
"12944" "Residential" "Total Fossil sources" 1978-05-01 28.7 479.573 50.1513 45.6127
"12945" "Transportation" "Total Fossil sources" 1978-05-01 126.755 1785.037 50.1513 45.6127
"12946" "Commercial" "Total Fossil sources" 1978-06-01 13.834 219.457 50.4751 45.9548
"12947" "Electric Power" "Total Fossil sources" 1978-06-01 122.06 1490.552 50.4751 45.9548
"12948" "Industrial" "Total Fossil sources" 1978-06-01 110.902 1686.686 50.4751 45.9548
"12949" "Residential" "Total Fossil sources" 1978-06-01 19.971 324.711 50.4751 45.9548
"12950" "Transportation" "Total Fossil sources" 1978-06-01 123.654 1742.294 50.4751 45.9548
"12951" "Commercial" "Total Fossil sources" 1978-07-01 12.408 196.63 50.4371 45.9204
"12952" "Electric Power" "Total Fossil sources" 1978-07-01 133.306 1633.766 50.4371 45.9204
"12953" "Industrial" "Total Fossil sources" 1978-07-01 117.208 1792.769 50.4371 45.9204
"12954" "Residential" "Total Fossil sources" 1978-07-01 16.899 272.347 50.4371 45.9204
"12955" "Transportation" "Total Fossil sources" 1978-07-01 122.222 1722.11 50.4371 45.9204
"12956" "Commercial" "Total Fossil sources" 1978-08-01 13.472 209.271 50.6393 46.1721
"12957" "Electric Power" "Total Fossil sources" 1978-08-01 138.388 1683.944 50.6393 46.1721
"12958" "Industrial" "Total Fossil sources" 1978-08-01 118.361 1810.65 50.6393 46.1721
"12959" "Residential" "Total Fossil sources" 1978-08-01 18.191 285.039 50.6393 46.1721
"12960" "Transportation" "Total Fossil sources" 1978-08-01 127.766 1800.235 50.6393 46.1721
"12961" "Commercial" "Total Fossil sources" 1978-09-01 13.636 211.679 50.7631 46.4113
"12962" "Electric Power" "Total Fossil sources" 1978-09-01 124.516 1505.445 50.7631 46.4113
"12963" "Industrial" "Total Fossil sources" 1978-09-01 115.702 1771.121 50.7631 46.4113
"12964" "Residential" "Total Fossil sources" 1978-09-01 18.782 294.893 50.7631 46.4113
"12965" "Transportation" "Total Fossil sources" 1978-09-01 117.453 1654.523 50.7631 46.4113
"12966" "Commercial" "Total Fossil sources" 1978-10-01 17.322 269.201 51.1523 46.7367
"12967" "Electric Power" "Total Fossil sources" 1978-10-01 115.938 1396.684 51.1523 46.7367
"12968" "Industrial" "Total Fossil sources" 1978-10-01 126.026 1960.364 51.1523 46.7367
"12969" "Residential" "Total Fossil sources" 1978-10-01 26.125 417.397 51.1523 46.7367
"12970" "Transportation" "Total Fossil sources" 1978-10-01 123.079 1734.819 51.1523 46.7367
"12971" "Commercial" "Total Fossil sources" 1978-11-01 21.801 347.592 51.5456 47.1798
"12972" "Electric Power" "Total Fossil sources" 1978-11-01 115.046 1374.72 51.5456 47.1798
"12973" "Industrial" "Total Fossil sources" 1978-11-01 129.758 1952.259 51.5456 47.1798
"12974" "Residential" "Total Fossil sources" 1978-11-01 37.548 621.908 51.5456 47.1798
"12975" "Transportation" "Total Fossil sources" 1978-11-01 122.112 1722.261 51.5456 47.1798
"12976" "Commercial" "Total Fossil sources" 1978-12-01 31.178 507.737 51.806 47.5129
"12977" "Electric Power" "Total Fossil sources" 1978-12-01 128.026 1522.944 51.806 47.5129
"12978" "Industrial" "Total Fossil sources" 1978-12-01 134.772 2010.969 51.806 47.5129
"12979" "Residential" "Total Fossil sources" 1978-12-01 57.25 964.807 51.806 47.5129
"12980" "Transportation" "Total Fossil sources" 1978-12-01 125.178 1767.324 51.806 47.5129
"12981" "Commercial" "Total Fossil sources" 1979-01-01 39.522 653.228 51.525 47.1722
"12982" "Electric Power" "Total Fossil sources" 1979-01-01 140.1 1666.988 51.525 47.1722
"12983" "Industrial" "Total Fossil sources" 1979-01-01 137.808 2069.15 51.525 47.1722
"12984" "Residential" "Total Fossil sources" 1979-01-01 69.931 1202.851 51.525 47.1722
"12985" "Transportation" "Total Fossil sources" 1979-01-01 122.776 1735.484 51.525 47.1722
"12986" "Commercial" "Total Fossil sources" 1979-02-01 38.583 646.803 51.778 47.3093
"12987" "Electric Power" "Total Fossil sources" 1979-02-01 124.284 1484.35 51.778 47.3093
"12988" "Industrial" "Total Fossil sources" 1979-02-01 117.836 1720.082 51.778 47.3093
"12989" "Residential" "Total Fossil sources" 1979-02-01 69.659 1206.011 51.778 47.3093
"12990" "Transportation" "Total Fossil sources" 1979-02-01 118.213 1668.787 51.778 47.3093
"12991" "Commercial" "Total Fossil sources" 1979-03-01 29.884 502.403 51.9382 47.5389
"12992" "Electric Power" "Total Fossil sources" 1979-03-01 117.29 1402.253 51.9382 47.5389
"12993" "Industrial" "Total Fossil sources" 1979-03-01 123.031 1796.622 51.9382 47.5389
"12994" "Residential" "Total Fossil sources" 1979-03-01 51.246 887.826 51.9382 47.5389
"12995" "Transportation" "Total Fossil sources" 1979-03-01 130.117 1833.14 51.9382 47.5389
"12996" "Commercial" "Total Fossil sources" 1979-04-01 21.988 369.129 51.3251 46.7402
"12997" "Electric Power" "Total Fossil sources" 1979-04-01 110.299 1325.597 51.3251 46.7402
"12998" "Industrial" "Total Fossil sources" 1979-04-01 112.272 1663.183 51.3251 46.7402
"12999" "Residential" "Total Fossil sources" 1979-04-01 36.125 625.44 51.3251 46.7402
"13000" "Transportation" "Total Fossil sources" 1979-04-01 117.054 1650.84 51.3251 46.7402
"13001" "Commercial" "Total Fossil sources" 1979-05-01 16.559 271.275 51.7782 47.3949
"13002" "Electric Power" "Total Fossil sources" 1979-05-01 117.296 1408.797 51.7782 47.3949
"13003" "Industrial" "Total Fossil sources" 1979-05-01 121.79 1838.827 51.7782 47.3949
"13004" "Residential" "Total Fossil sources" 1979-05-01 24.99 422.798 51.7782 47.3949
"13005" "Transportation" "Total Fossil sources" 1979-05-01 123.413 1738.872 51.7782 47.3949
"13006" "Commercial" "Total Fossil sources" 1979-06-01 13.26 213.814 51.7865 47.4538
"13007" "Electric Power" "Total Fossil sources" 1979-06-01 126.675 1532.611 51.7865 47.4538
"13008" "Industrial" "Total Fossil sources" 1979-06-01 118.606 1791.985 51.7865 47.4538
"13009" "Residential" "Total Fossil sources" 1979-06-01 18.041 299.6 51.7865 47.4538
"13010" "Transportation" "Total Fossil sources" 1979-06-01 118.935 1675.01 51.7865 47.4538
"13011" "Commercial" "Total Fossil sources" 1979-07-01 11.898 190.088 51.7029 47.4842
"13012" "Electric Power" "Total Fossil sources" 1979-07-01 139.194 1690.426 51.7029 47.4842
"13013" "Industrial" "Total Fossil sources" 1979-07-01 117.761 1818.918 51.7029 47.4842
"13014" "Residential" "Total Fossil sources" 1979-07-01 15.439 252.356 51.7029 47.4842
"13015" "Transportation" "Total Fossil sources" 1979-07-01 117.764 1659.319 51.7029 47.4842
"13016" "Commercial" "Total Fossil sources" 1979-08-01 12.263 194.095 51.3658 46.8595
"13017" "Electric Power" "Total Fossil sources" 1979-08-01 140.479 1707.483 51.3658 46.8595
"13018" "Industrial" "Total Fossil sources" 1979-08-01 124.067 1909.761 51.3658 46.8595
"13019" "Residential" "Total Fossil sources" 1979-08-01 15.531 249.58 51.3658 46.8595
"13020" "Transportation" "Total Fossil sources" 1979-08-01 123.766 1743.763 51.3658 46.8595
"13021" "Commercial" "Total Fossil sources" 1979-09-01 12.719 200.363 51.3623 46.9164
"13022" "Electric Power" "Total Fossil sources" 1979-09-01 122.457 1492.818 51.3623 46.9164
"13023" "Industrial" "Total Fossil sources" 1979-09-01 118.539 1844.64 51.3623 46.9164
"13024" "Residential" "Total Fossil sources" 1979-09-01 16.1 258.632 51.3623 46.9164
"13025" "Transportation" "Total Fossil sources" 1979-09-01 115.747 1629.215 51.3623 46.9164
"13026" "Commercial" "Total Fossil sources" 1979-10-01 16.517 261.06 51.7175 47.1641
"13027" "Electric Power" "Total Fossil sources" 1979-10-01 121.415 1469.72 51.7175 47.1641
"13028" "Industrial" "Total Fossil sources" 1979-10-01 132.001 2067.787 51.7175 47.1641
"13029" "Residential" "Total Fossil sources" 1979-10-01 23.03 375.942 51.7175 47.1641
"13030" "Transportation" "Total Fossil sources" 1979-10-01 123.192 1735.304 51.7175 47.1641
"13031" "Commercial" "Total Fossil sources" 1979-11-01 22.092 358.956 51.6341 46.9875
"13032" "Electric Power" "Total Fossil sources" 1979-11-01 120.464 1438.037 51.6341 46.9875
"13033" "Industrial" "Total Fossil sources" 1979-11-01 130.32 2035.743 51.6341 46.9875
"13034" "Residential" "Total Fossil sources" 1979-11-01 33.948 572.111 51.6341 46.9875
"13035" "Transportation" "Total Fossil sources" 1979-11-01 116.483 1642.866 51.6341 46.9875
"13036" "Commercial" "Total Fossil sources" 1979-12-01 29.671 490.942 51.6694 47.138
"13037" "Electric Power" "Total Fossil sources" 1979-12-01 129.913 1536.903 51.6694 47.138
"13038" "Industrial" "Total Fossil sources" 1979-12-01 137.329 2086.436 51.6694 47.138
"13039" "Residential" "Total Fossil sources" 1979-12-01 48.925 838.13 51.6694 47.138
"13040" "Transportation" "Total Fossil sources" 1979-12-01 122.364 1724.683 51.6694 47.138
"13041" "Commercial" "Total Fossil sources" 1980-01-01 34.177 560.558 51.944 47.375
"13042" "Electric Power" "Total Fossil sources" 1980-01-01 137.532 1626.519 51.944 47.375
"13043" "Industrial" "Total Fossil sources" 1980-01-01 132.232 2004.94 51.944 47.375
"13044" "Residential" "Total Fossil sources" 1980-01-01 57.518 991.228 51.944 47.375
"13045" "Transportation" "Total Fossil sources" 1980-01-01 118.897 1679.475 51.944 47.375
"13046" "Commercial" "Total Fossil sources" 1980-02-01 33.267 555.856 51.9633 47.3055
"13047" "Electric Power" "Total Fossil sources" 1980-02-01 130.503 1546.917 51.9633 47.3055
"13048" "Industrial" "Total Fossil sources" 1980-02-01 116.466 1748.003 51.9633 47.3055
"13049" "Residential" "Total Fossil sources" 1980-02-01 57.679 1008.109 51.9633 47.3055
"13050" "Transportation" "Total Fossil sources" 1980-02-01 115.138 1625.748 51.9633 47.3055
"13051" "Commercial" "Total Fossil sources" 1980-03-01 28.303 479.672 51.7454 46.9162
"13052" "Electric Power" "Total Fossil sources" 1980-03-01 126.418 1503.626 51.7454 46.9162
"13053" "Industrial" "Total Fossil sources" 1980-03-01 120.831 1810.027 51.7454 46.9162
"13054" "Residential" "Total Fossil sources" 1980-03-01 48.506 854.406 51.7454 46.9162
"13055" "Transportation" "Total Fossil sources" 1980-03-01 119.596 1687.549 51.7454 46.9162
"13056" "Commercial" "Total Fossil sources" 1980-04-01 19.998 336.919 50.7197 45.9344
"13057" "Electric Power" "Total Fossil sources" 1980-04-01 109.37 1302.577 50.7197 45.9344
"13058" "Industrial" "Total Fossil sources" 1980-04-01 109.086 1596.626 50.7197 45.9344
"13059" "Residential" "Total Fossil sources" 1980-04-01 32.451 571.24 50.7197 45.9344
"13060" "Transportation" "Total Fossil sources" 1980-04-01 118.986 1675.176 50.7197 45.9344
"13061" "Commercial" "Total Fossil sources" 1980-05-01 15.144 248.142 49.4766 44.5099
"13062" "Electric Power" "Total Fossil sources" 1980-05-01 112.454 1346.693 49.4766 44.5099
"13063" "Industrial" "Total Fossil sources" 1980-05-01 109.028 1658.893 49.4766 44.5099
"13064" "Residential" "Total Fossil sources" 1980-05-01 22.659 388.459 49.4766 44.5099
"13065" "Transportation" "Total Fossil sources" 1980-05-01 117.495 1653.262 49.4766 44.5099
"13066" "Commercial" "Total Fossil sources" 1980-06-01 12.732 206.653 48.8383 43.782
"13067" "Electric Power" "Total Fossil sources" 1980-06-01 125.606 1513.732 48.8383 43.782
"13068" "Industrial" "Total Fossil sources" 1980-06-01 101.659 1579.343 48.8383 43.782
"13069" "Residential" "Total Fossil sources" 1980-06-01 17.026 286.463 48.8383 43.782
"13070" "Transportation" "Total Fossil sources" 1980-06-01 112.804 1587.486 48.8383 43.782
"13071" "Commercial" "Total Fossil sources" 1980-07-01 10.93 176.291 48.4907 43.2893
"13072" "Electric Power" "Total Fossil sources" 1980-07-01 150.369 1824.459 48.4907 43.2893
"13073" "Industrial" "Total Fossil sources" 1980-07-01 100.152 1560.349 48.4907 43.2893
"13074" "Residential" "Total Fossil sources" 1980-07-01 13.437 224.386 48.4907 43.2893
"13075" "Transportation" "Total Fossil sources" 1980-07-01 116.638 1641.647 48.4907 43.2893
"13076" "Commercial" "Total Fossil sources" 1980-08-01 10.554 170.767 48.6456 43.6057
"13077" "Electric Power" "Total Fossil sources" 1980-08-01 149.983 1817.07 48.6456 43.6057
"13078" "Industrial" "Total Fossil sources" 1980-08-01 99.653 1568.994 48.6456 43.6057
"13079" "Residential" "Total Fossil sources" 1980-08-01 12.358 205.254 48.6456 43.6057
"13080" "Transportation" "Total Fossil sources" 1980-08-01 113.472 1598.015 48.6456 43.6057
"13081" "Commercial" "Total Fossil sources" 1980-09-01 12.043 191.657 49.4578 44.3692
"13082" "Electric Power" "Total Fossil sources" 1980-09-01 130.937 1579.028 49.4578 44.3692
"13083" "Industrial" "Total Fossil sources" 1980-09-01 108.059 1713.663 49.4578 44.3692
"13084" "Residential" "Total Fossil sources" 1980-09-01 14.095 230.578 49.4578 44.3692
"13085" "Transportation" "Total Fossil sources" 1980-09-01 113.123 1591.533 49.4578 44.3692
"13086" "Commercial" "Total Fossil sources" 1980-10-01 16.633 262.733 50.0861 45.21
"13087" "Electric Power" "Total Fossil sources" 1980-10-01 120.435 1438.403 50.0861 45.21
"13088" "Industrial" "Total Fossil sources" 1980-10-01 118.425 1906.53 50.0861 45.21
"13089" "Residential" "Total Fossil sources" 1980-10-01 22.02 361.985 50.0861 45.21
"13090" "Transportation" "Total Fossil sources" 1980-10-01 119.009 1676.638 50.0861 45.21
"13091" "Commercial" "Total Fossil sources" 1980-11-01 22.622 367.675 50.9209 46.0254
"13092" "Electric Power" "Total Fossil sources" 1980-11-01 122.496 1448.831 50.9209 46.0254
"13093" "Industrial" "Total Fossil sources" 1980-11-01 119.211 1843.973 50.9209 46.0254
"13094" "Residential" "Total Fossil sources" 1980-11-01 33.861 574.686 50.9209 46.0254
"13095" "Transportation" "Total Fossil sources" 1980-11-01 109.239 1541.419 50.9209 46.0254
"13096" "Commercial" "Total Fossil sources" 1980-12-01 32.036 527.494 51.257 46.1998
"13097" "Electric Power" "Total Fossil sources" 1980-12-01 135.47 1586.378 51.257 46.1998
"13098" "Industrial" "Total Fossil sources" 1980-12-01 127.629 1959.011 51.257 46.1998
"13099" "Residential" "Total Fossil sources" 1980-12-01 51.841 892.405 51.257 46.1998
"13100" "Transportation" "Total Fossil sources" 1980-12-01 120.367 1699.511 51.257 46.1998
"13101" "Commercial" "Total Fossil sources" 1981-01-01 37.244 616.292 50.9328 46.0071
"13102" "Electric Power" "Total Fossil sources" 1981-01-01 142.937 1665.617 50.9328 46.0071
"13103" "Industrial" "Total Fossil sources" 1981-01-01 116.161 1798.51 50.9328 46.0071
"13104" "Residential" "Total Fossil sources" 1981-01-01 64.553 1118.318 50.9328 46.0071
"13105" "Transportation" "Total Fossil sources" 1981-01-01 120.672 1704.165 50.9328 46.0071
"13106" "Commercial" "Total Fossil sources" 1981-02-01 29.542 498.452 50.7237 45.7821
"13107" "Electric Power" "Total Fossil sources" 1981-02-01 122.382 1427.667 50.7237 45.7821
"13108" "Industrial" "Total Fossil sources" 1981-02-01 94.937 1444.574 50.7237 45.7821
"13109" "Residential" "Total Fossil sources" 1981-02-01 53.016 934.32 50.7237 45.7821
"13110" "Transportation" "Total Fossil sources" 1981-02-01 106.721 1506.825 50.7237 45.7821
"13111" "Commercial" "Total Fossil sources" 1981-03-01 23.52 403.959 50.9806 45.9304
"13112" "Electric Power" "Total Fossil sources" 1981-03-01 125.734 1484.357 50.9806 45.9304
"13113" "Industrial" "Total Fossil sources" 1981-03-01 106.712 1664.914 50.9806 45.9304
"13114" "Residential" "Total Fossil sources" 1981-03-01 40.675 722.887 50.9806 45.9304
"13115" "Transportation" "Total Fossil sources" 1981-03-01 116.07 1638.399 50.9806 45.9304
"13116" "Commercial" "Total Fossil sources" 1981-04-01 16.558 280.343 50.7661 46.1843
"13117" "Electric Power" "Total Fossil sources" 1981-04-01 115.358 1377.463 50.7661 46.1843
"13118" "Industrial" "Total Fossil sources" 1981-04-01 97.321 1490.258 50.7661 46.1843
"13119" "Residential" "Total Fossil sources" 1981-04-01 26.229 463.895 50.7661 46.1843
"13120" "Transportation" "Total Fossil sources" 1981-04-01 112.873 1591.902 50.7661 46.1843
"13121" "Commercial" "Total Fossil sources" 1981-05-01 13.759 227.705 51.0552 46.3911
"13122" "Electric Power" "Total Fossil sources" 1981-05-01 119.208 1429.211 51.0552 46.3911
"13123" "Industrial" "Total Fossil sources" 1981-05-01 103.374 1606.502 51.0552 46.3911
"13124" "Residential" "Total Fossil sources" 1981-05-01 20.227 350.113 51.0552 46.3911
"13125" "Transportation" "Total Fossil sources" 1981-05-01 114.778 1617.044 51.0552 46.3911
"13126" "Commercial" "Total Fossil sources" 1981-06-01 11.289 185.045 51.3214 46.1692
"13127" "Electric Power" "Total Fossil sources" 1981-06-01 136.385 1648.927 51.3214 46.1692
"13128" "Industrial" "Total Fossil sources" 1981-06-01 96.278 1530.109 51.3214 46.1692
"13129" "Residential" "Total Fossil sources" 1981-06-01 14.498 245.44 51.3214 46.1692
"13130" "Transportation" "Total Fossil sources" 1981-06-01 117.019 1647.487 51.3214 46.1692
"13131" "Commercial" "Total Fossil sources" 1981-07-01 10.322 166.416 51.6555 46.2716
"13132" "Electric Power" "Total Fossil sources" 1981-07-01 151.029 1818.97 51.6555 46.2716
"13133" "Industrial" "Total Fossil sources" 1981-07-01 100.128 1587.65 51.6555 46.2716
"13134" "Residential" "Total Fossil sources" 1981-07-01 12.415 207.85 51.6555 46.2716
"13135" "Transportation" "Total Fossil sources" 1981-07-01 118.602 1670.716 51.6555 46.2716
"13136" "Commercial" "Total Fossil sources" 1981-08-01 11.199 180.371 51.5903 46.2516
"13137" "Electric Power" "Total Fossil sources" 1981-08-01 143.281 1718.538 51.5903 46.2516
"13138" "Industrial" "Total Fossil sources" 1981-08-01 101.909 1617.497 51.5903 46.2516
"13139" "Residential" "Total Fossil sources" 1981-08-01 12.274 202.216 51.5903 46.2516
"13140" "Transportation" "Total Fossil sources" 1981-08-01 116.009 1632.971 51.5903 46.2516
"13141" "Commercial" "Total Fossil sources" 1981-09-01 11.409 182.52 51.3429 46.063
"13142" "Electric Power" "Total Fossil sources" 1981-09-01 127.309 1520.038 51.3429 46.063
"13143" "Industrial" "Total Fossil sources" 1981-09-01 103.593 1628.399 51.3429 46.063
"13144" "Residential" "Total Fossil sources" 1981-09-01 13.003 215.173 51.3429 46.063
"13145" "Transportation" "Total Fossil sources" 1981-09-01 113.16 1593.178 51.3429 46.063
"13146" "Commercial" "Total Fossil sources" 1981-10-01 16.775 266.682 50.9463 45.5899
"13147" "Electric Power" "Total Fossil sources" 1981-10-01 125.138 1487.912 50.9463 45.5899
"13148" "Industrial" "Total Fossil sources" 1981-10-01 107.438 1747.531 50.9463 45.5899
"13149" "Residential" "Total Fossil sources" 1981-10-01 22.894 379.027 50.9463 45.5899
"13150" "Transportation" "Total Fossil sources" 1981-10-01 114.396 1613.749 50.9463 45.5899
"13151" "Commercial" "Total Fossil sources" 1981-11-01 20.617 333.88 50.3546 44.9863
"13152" "Electric Power" "Total Fossil sources" 1981-11-01 119.314 1402.025 50.3546 44.9863
"13153" "Industrial" "Total Fossil sources" 1981-11-01 103.343 1642.952 50.3546 44.9863
"13154" "Residential" "Total Fossil sources" 1981-11-01 30.985 527.129 50.3546 44.9863
"13155" "Transportation" "Total Fossil sources" 1981-11-01 110.269 1554.181 50.3546 44.9863
"13156" "Commercial" "Total Fossil sources" 1981-12-01 28.688 474.625 49.8086 44.1952
"13157" "Electric Power" "Total Fossil sources" 1981-12-01 132.256 1534.272 49.8086 44.1952
"13158" "Industrial" "Total Fossil sources" 1981-12-01 114.587 1797.772 49.8086 44.1952
"13159" "Residential" "Total Fossil sources" 1981-12-01 46.573 807.937 49.8086 44.1952
"13160" "Transportation" "Total Fossil sources" 1981-12-01 120.391 1699.116 49.8086 44.1952
"13161" "Commercial" "Total Fossil sources" 1982-01-01 35.172 598.712 48.7877 43.0933
"13162" "Electric Power" "Total Fossil sources" 1982-01-01 144.135 1669.871 48.7877 43.0933
"13163" "Industrial" "Total Fossil sources" 1982-01-01 112.664 1722.228 48.7877 43.0933
"13164" "Residential" "Total Fossil sources" 1982-01-01 61.203 1083.589 48.7877 43.0933
"13165" "Transportation" "Total Fossil sources" 1982-01-01 110.711 1567.466 48.7877 43.0933
"13166" "Commercial" "Total Fossil sources" 1982-02-01 30.212 521.921 49.7839 44.3326
"13167" "Electric Power" "Total Fossil sources" 1982-02-01 122.674 1423.511 49.7839 44.3326
"13168" "Industrial" "Total Fossil sources" 1982-02-01 92.499 1370.34 49.7839 44.3326
"13169" "Residential" "Total Fossil sources" 1982-02-01 53.201 950.781 49.7839 44.3326
"13170" "Transportation" "Total Fossil sources" 1982-02-01 105.412 1489.167 49.7839 44.3326
"13171" "Commercial" "Total Fossil sources" 1982-03-01 26.242 444.952 49.4477 43.9984
"13172" "Electric Power" "Total Fossil sources" 1982-03-01 120.741 1411.627 49.4477 43.9984
